,Type,Gender,Officer-defined ethnicity,Object-of-search,Outcome,Outcome-linked-to-object-of-search,years,Age-min,Age-max
2528,0,1,0,3,0,0,2,2,2
2529,1,0,3,3,0,0,2,2,2
2530,1,1,3,3,0,0,2,1,1
2531,1,1,3,1,1,1,2,2,2
2535,1,1,1,2,0,0,2,0,0
2536,1,1,3,10,1,1,2,0,0
2537,1,1,3,10,0,0,2,0,0
2540,1,1,0,3,0,0,2,1,1
2541,1,1,0,3,5,1,2,2,2
2542,1,1,0,3,0,0,2,2,2
2543,1,1,1,1,1,1,2,0,0
2544,1,1,1,1,1,1,2,0,0
2545,1,1,0,3,0,0,2,1,1
2546,1,1,0,3,0,0,2,1,1
2547,1,1,3,10,0,0,2,0,0
2549,1,1,1,1,0,0,2,2,2
2550,1,1,3,3,0,0,2,1,1
2551,1,1,3,3,0,0,2,1,1
2552,1,1,4,3,0,0,2,1,1
2553,0,1,3,3,1,1,2,2,2
2554,1,1,1,3,0,0,2,2,2
2555,0,1,1,3,0,0,2,2,2
2556,0,1,3,3,0,0,2,0,0
2557,1,1,1,1,0,0,2,2,2
2558,1,1,0,3,0,0,2,2,2
2559,0,1,1,3,1,0,2,1,1
2560,0,1,3,3,1,1,2,1,1
2561,1,1,3,1,0,0,2,1,1
2562,1,1,3,10,1,1,2,2,2
2563,1,1,0,3,0,0,2,0,0
2564,1,1,3,10,1,1,2,0,0
2566,1,0,3,3,0,0,2,0,0
2567,0,1,1,3,0,0,2,2,2
2568,1,1,0,3,0,0,2,1,1
2569,0,1,0,3,0,0,2,1,1
2570,1,1,0,3,5,1,2,1,1
2571,1,1,0,3,5,1,2,2,2
2572,0,1,3,3,1,1,2,1,1
2573,1,1,4,1,0,0,2,1,1
2574,1,1,0,3,0,0,2,2,2
2575,1,1,0,3,0,0,2,2,2
2576,1,1,1,3,0,0,2,1,1
2577,1,1,1,3,0,0,2,1,1
2578,1,1,1,3,0,0,2,1,1
2580,0,1,3,3,0,0,2,1,1
2581,1,1,3,8,0,0,2,0,0
2582,1,0,3,6,0,0,2,1,1
2585,1,0,3,10,1,1,2,0,0
2586,1,1,3,3,5,0,2,1,1
2587,0,0,3,8,1,1,2,2,2
2588,1,1,3,8,1,1,2,2,2
2590,1,1,3,3,1,1,2,1,1
2591,1,1,3,8,0,0,2,2,2
2593,1,1,0,10,0,1,2,0,0
2594,1,1,3,10,0,1,2,0,0
2595,1,1,0,10,0,0,2,2,2
2597,1,1,0,3,5,1,2,1,1
2599,0,1,1,3,0,0,2,2,2
2600,1,1,3,1,3,1,2,2,2
2602,1,1,3,8,0,0,2,2,2
2603,1,1,0,1,0,0,2,0,0
2604,0,1,1,1,1,1,2,2,2
2605,1,1,3,3,0,0,2,1,1
2606,1,1,0,1,0,0,2,2,2
2607,0,1,3,3,1,0,2,1,1
2609,0,1,1,3,1,1,2,2,2
2610,1,0,3,8,0,1,2,2,2
2611,0,1,3,3,1,1,2,1,1
2612,1,1,3,1,0,0,2,0,0
2613,1,1,3,3,0,0,2,1,1
2614,1,1,3,1,0,0,2,0,0
2615,1,1,3,3,1,1,2,1,1
2616,1,1,0,8,0,0,2,2,2
2617,1,1,4,1,0,0,2,2,2
2618,1,1,4,1,0,0,2,1,1
2619,1,1,3,1,0,0,2,2,2
2620,0,1,3,3,1,1,2,2,2
2621,1,0,3,5,0,0,2,2,2
2622,1,1,0,10,0,0,2,2,2
2623,0,1,3,3,1,1,2,2,2
2624,0,1,3,3,0,0,2,2,2
2625,1,1,0,3,0,0,2,1,1
2626,1,1,0,5,0,0,2,1,1
2627,0,1,3,3,1,1,2,2,2
2629,1,1,0,5,0,0,2,1,1
2630,1,1,3,8,1,0,2,2,2
2631,1,1,1,3,5,1,2,1,1
2632,1,1,1,3,5,1,2,2,2
2633,1,0,3,3,5,1,2,2,2
2635,1,0,1,3,5,1,2,1,1
2636,0,1,1,3,0,0,2,1,1
2637,1,1,3,10,0,0,2,1,1
2638,1,1,3,1,0,0,2,0,0
2639,1,1,3,1,0,0,2,2,2
2640,1,1,1,3,5,1,2,1,1
2642,1,0,3,1,1,1,2,2,2
2643,1,1,3,1,1,1,2,0,0
2644,1,1,0,10,0,1,2,0,0
2647,0,1,3,3,1,1,2,1,1
2648,1,1,1,1,1,1,2,2,2
2649,1,1,1,3,0,0,2,1,1
2650,0,1,0,3,0,0,2,0,0
2651,0,1,0,3,0,0,2,2,2
2653,1,0,3,3,0,0,2,1,1
2654,1,1,0,3,0,0,2,2,2
2655,0,1,0,3,5,1,2,1,1
2656,1,1,3,3,0,1,2,1,1
2657,1,1,3,3,1,1,2,1,1
2658,1,1,1,3,0,0,2,1,1
2659,1,1,3,1,0,0,2,0,0
2660,1,0,0,8,0,0,2,0,0
2661,1,0,0,1,0,0,2,0,0
2664,1,1,3,3,0,0,2,1,1
2665,0,1,1,3,1,1,2,0,0
2666,0,1,1,3,1,1,2,1,1
2668,1,1,1,10,0,0,2,0,0
2669,0,1,3,3,1,1,2,1,1
2670,1,1,3,1,0,0,2,0,0
2671,0,1,1,3,0,0,2,1,1
2672,1,1,1,3,0,0,2,2,2
2673,1,1,1,1,0,0,2,2,2
2676,1,1,0,8,0,0,2,1,1
2677,0,1,3,3,0,1,2,1,1
2678,0,1,3,3,0,1,2,2,2
2679,1,1,0,3,0,0,2,2,2
2680,1,1,0,8,0,0,2,1,1
2681,0,1,0,3,0,0,2,2,2
2682,1,1,3,3,5,1,2,2,2
2683,1,1,3,3,1,1,2,1,1
2684,1,1,0,8,0,0,2,1,1
2685,1,1,1,10,0,0,2,0,0
2686,1,1,3,3,1,1,2,1,1
2687,1,1,1,1,0,0,2,1,1
2688,0,1,3,3,5,1,2,2,2
2689,0,1,0,3,0,0,2,1,1
2690,1,0,1,3,0,0,2,1,1
2691,1,1,1,3,5,1,2,2,2
2692,1,1,1,3,0,0,2,1,1
2693,1,1,0,1,0,0,2,1,1
2694,0,1,1,3,0,0,2,1,1
2695,1,1,0,3,0,0,2,2,2
2697,1,1,1,1,0,1,2,1,1
2698,1,1,3,10,0,0,2,2,2
2699,1,1,3,3,0,0,2,1,1
2700,1,1,4,5,0,0,2,1,1
2701,1,1,3,3,0,0,2,1,1
2702,1,1,4,1,0,0,2,2,2
2703,0,1,0,3,0,0,2,2,2
2704,1,1,4,3,0,0,2,1,1
2705,1,1,0,3,5,1,2,1,1
2706,1,1,1,10,4,1,2,0,0
2707,1,1,3,1,1,1,2,0,0
2709,0,1,1,3,11,1,2,0,0
2710,1,1,3,1,0,0,2,0,0
2711,1,1,1,1,0,0,2,1,1
2712,1,1,3,3,0,0,2,2,2
2713,1,1,3,3,0,0,2,2,2
2714,0,1,3,3,1,1,2,0,0
2715,0,1,0,3,1,1,2,0,0
2717,1,1,3,10,0,0,2,1,1
2719,1,1,1,3,0,0,2,1,1
2720,0,1,1,3,5,1,2,2,2
2721,1,1,3,3,0,0,2,0,0
2722,1,1,1,3,5,1,2,1,1
2723,0,1,0,3,1,1,2,1,1
2724,1,1,1,3,0,0,2,2,2
2725,0,1,0,3,0,0,2,1,1
2727,1,1,3,1,1,1,2,2,2
2728,1,1,0,1,0,1,2,0,0
2729,1,1,3,3,1,0,2,2,2
2730,1,1,3,1,1,1,2,0,0
2731,0,1,0,3,0,0,2,1,1
2732,0,1,1,3,0,0,2,2,2
2737,1,1,3,3,0,0,2,0,0
2738,1,1,3,6,0,0,2,0,0
2739,1,0,3,10,0,0,2,1,1
2740,1,0,3,10,0,0,2,0,0
2741,1,1,3,10,0,0,2,0,0
2742,1,1,0,10,0,0,2,0,0
2743,1,0,3,3,0,0,2,1,1
2744,1,1,4,1,0,0,2,2,2
2745,0,1,3,3,0,0,2,0,0
2746,1,1,3,3,0,0,2,1,1
2747,1,1,3,3,0,0,2,1,1
2748,1,1,3,1,0,0,2,0,0
2749,1,0,1,3,0,0,2,1,1
2750,1,1,3,1,0,0,2,2,2
2751,1,1,3,10,0,0,2,2,2
2753,1,0,3,3,5,1,2,1,1
2754,1,1,3,3,5,1,2,1,1
2755,1,0,1,3,0,0,2,1,1
2756,1,1,0,3,0,0,2,1,1
2758,1,1,3,3,0,0,2,2,2
2759,1,1,3,3,0,0,2,1,1
2760,1,1,0,3,1,1,2,1,1
2761,0,1,3,3,1,1,2,1,1
2762,1,1,3,10,1,1,2,0,0
2765,1,1,3,10,1,1,2,0,0
2766,1,1,0,3,5,1,2,2,2
2767,1,0,3,10,1,1,2,2,2
2768,1,1,3,10,1,1,2,1,1
2769,0,1,3,3,0,0,2,0,0
2770,1,1,3,10,0,0,2,1,1
2771,1,1,1,3,0,0,2,2,2
2772,1,1,1,3,0,0,2,2,2
2773,1,1,3,3,0,1,2,1,1
2774,1,1,0,3,5,1,2,1,1
2775,1,1,0,3,5,0,2,1,1
2776,0,1,1,10,0,1,2,2,2
2777,1,1,3,8,0,0,2,1,1
2779,1,0,1,3,0,0,2,2,2
2780,1,1,3,1,1,1,2,0,0
2781,1,1,3,1,1,1,2,0,0
2783,1,1,0,3,5,0,2,2,2
2784,1,1,1,3,0,0,2,0,0
2785,1,1,0,3,0,0,2,1,1
2787,1,1,0,3,0,0,2,1,1
2788,0,1,0,3,0,0,2,1,1
2789,0,1,0,3,1,1,2,1,1
2790,0,1,0,3,0,0,2,1,1
2793,1,1,1,1,0,0,2,1,1
2794,1,1,1,10,0,1,2,1,1
2796,1,1,0,3,0,0,2,2,2
2797,0,1,0,3,0,0,2,2,2
2798,1,1,3,3,5,1,2,1,1
2799,0,1,1,3,1,0,2,1,1
2800,1,1,3,10,0,0,2,2,2
2801,1,1,0,8,0,0,2,0,0
2802,1,0,3,10,1,1,2,2,2
2803,1,1,3,1,0,1,2,0,0
2804,1,1,3,1,1,1,2,0,0
2805,1,1,3,8,0,0,2,0,0
2806,1,1,3,10,0,1,2,0,0
2807,1,1,3,3,1,1,2,1,1
2808,1,1,1,3,0,0,2,1,1
2809,1,1,3,10,0,0,2,2,2
2810,1,1,3,1,0,0,2,0,0
2811,1,1,3,1,0,0,2,0,0
2812,1,1,3,1,0,1,2,0,0
2813,1,1,3,1,1,1,2,2,2
2814,0,1,0,3,0,0,2,1,1
2815,1,1,1,3,0,0,2,2,2
2816,1,1,3,1,0,1,2,2,2
2818,0,1,1,3,1,1,2,1,1
2819,1,1,1,10,1,1,2,0,0
2821,1,1,3,1,0,0,2,0,0
2822,1,1,0,3,0,0,2,1,1
2823,0,1,0,3,0,0,2,1,1
2824,1,1,3,8,0,0,2,2,2
2825,1,1,1,8,0,0,2,1,1
2826,0,1,0,3,1,1,2,0,0
2827,0,1,3,3,0,0,2,1,1
2828,0,1,3,3,0,0,2,1,1
2829,0,1,0,3,1,1,2,0,0
2830,0,1,1,3,1,1,2,2,2
2831,0,1,0,3,0,0,2,2,2
2832,0,1,0,3,11,1,2,1,1
2833,0,1,1,3,0,0,2,1,1
2835,0,1,0,3,0,0,2,2,2
2836,1,1,1,3,0,0,2,2,2
2837,1,1,0,3,1,1,2,2,2
2838,1,1,3,1,0,0,2,0,0
2839,1,0,3,8,1,1,2,2,2
2840,1,1,1,10,0,0,2,0,0
2841,1,0,3,8,0,0,2,2,2
2842,0,1,0,3,0,0,2,2,2
2843,1,1,0,3,0,0,2,2,2
2844,1,1,3,1,0,0,2,2,2
2846,1,1,0,3,1,1,2,1,1
2847,0,1,3,3,0,0,2,2,2
2848,1,1,0,8,0,0,2,1,1
2849,1,1,0,8,0,0,2,1,1
2850,1,1,0,8,0,0,2,1,1
2851,0,1,0,3,1,1,2,1,1
2852,0,1,0,3,1,1,2,0,0
2853,0,1,0,3,1,1,2,1,1
2856,1,0,3,3,0,1,2,1,1
2857,0,1,3,3,11,1,2,1,1
2858,0,1,3,3,0,0,2,1,1
2859,1,1,3,3,3,1,2,2,2
2860,0,1,3,3,0,0,2,2,2
2861,1,1,1,3,0,0,2,1,1
2863,1,1,3,1,0,0,2,0,0
2864,0,1,0,3,1,1,2,1,1
2865,0,1,1,3,1,1,2,1,1
2867,1,1,3,1,0,0,2,2,2
2868,1,1,1,1,0,0,2,2,2
2869,0,1,3,1,0,0,2,2,2
2870,0,1,0,3,0,1,2,1,1
2871,1,1,3,1,0,0,2,2,2
2872,0,1,3,3,0,0,2,0,0
2874,1,1,3,3,1,1,2,1,1
2875,1,1,1,3,5,1,2,1,1
2876,1,1,3,3,5,1,2,1,1
2877,0,1,3,3,11,1,2,1,1
2878,1,1,1,3,0,0,2,1,1
2879,1,1,1,3,0,0,2,1,1
2880,1,1,0,3,1,1,2,2,2
2881,0,1,3,3,1,1,2,1,1
2882,1,1,3,3,0,0,2,2,2
2883,1,1,3,3,0,0,2,2,2
2884,1,1,3,1,1,1,2,0,0
2885,1,1,1,3,5,1,2,1,1
2887,0,1,0,3,0,1,2,1,1
2888,1,1,3,3,0,0,2,1,1
2889,0,1,3,3,1,1,2,1,1
2890,0,1,3,3,1,1,2,2,2
2891,1,1,1,3,5,1,2,2,2
2892,1,1,1,3,1,1,2,2,2
2895,1,1,3,3,5,1,2,1,1
2896,0,1,1,3,0,0,2,1,1
2897,0,0,3,3,0,0,2,0,0
2898,0,1,1,3,5,1,2,1,1
2899,1,1,3,1,0,0,2,0,0
2900,1,1,3,1,1,0,2,0,0
2901,0,1,3,3,1,1,2,0,0
2902,1,1,3,3,0,0,2,2,2
2903,1,1,3,3,4,1,2,0,0
2904,0,1,3,8,1,1,2,1,1
2905,0,1,0,3,1,0,2,1,1
2906,1,1,4,3,0,0,2,2,2
2907,0,1,3,3,1,1,2,2,2
2908,1,1,3,8,0,0,2,2,2
2909,1,1,3,3,0,0,2,0,0
2910,0,1,3,3,0,0,2,2,2
2911,1,1,3,1,0,0,2,0,0
2912,1,1,0,10,1,1,2,1,1
2913,1,1,0,3,0,0,2,0,0
2914,1,1,3,10,0,1,2,1,1
2915,1,1,3,1,0,0,2,0,0
2916,1,0,3,3,0,0,2,2,2
2917,1,0,3,3,0,0,2,2,2
2918,0,1,4,3,1,1,2,0,0
2919,1,1,1,3,0,0,2,2,2
2920,0,1,1,3,1,1,2,0,0
2921,0,1,1,3,1,1,2,2,2
2922,1,1,3,1,0,1,2,2,2
2923,1,0,3,1,0,0,2,1,1
2924,1,1,3,1,0,0,2,0,0
2927,1,1,3,3,0,0,2,1,1
2928,1,0,3,3,0,1,2,2,2
2929,0,1,3,3,5,1,2,0,0
2930,0,1,0,5,0,0,2,1,1
2931,1,1,3,5,1,1,2,1,1
2932,0,1,3,3,0,0,2,2,2
2933,1,1,1,1,4,0,2,0,0
2934,1,1,3,1,0,0,2,2,2
2935,0,1,3,3,1,1,2,2,2
2936,1,1,1,3,0,0,2,1,1
2937,1,1,3,3,0,0,2,1,1
2938,1,1,0,10,0,0,2,0,0
2939,0,1,3,3,1,1,2,2,2
2940,0,1,3,1,0,1,2,2,2
2941,1,1,3,3,0,0,2,2,2
2943,1,1,1,1,0,0,2,2,2
2944,1,0,3,3,5,1,2,2,2
2946,1,0,1,10,4,0,2,2,2
2947,1,0,3,10,4,0,2,0,0
2951,1,1,1,3,5,0,2,2,2
2952,1,1,3,10,1,1,2,0,0
2953,1,1,3,3,1,0,2,2,2
2955,1,1,3,3,0,0,2,1,1
2956,0,1,1,1,0,1,2,2,2
2957,1,0,3,1,1,1,2,0,0
2958,1,1,3,10,1,1,2,0,0
2959,1,0,1,1,0,0,2,2,2
2960,1,1,3,10,1,1,2,2,2
2961,1,1,0,3,0,0,2,1,1
2962,0,1,0,3,0,0,2,1,1
2963,1,1,0,3,0,1,2,1,1
2965,0,1,3,3,0,0,2,1,1
2966,1,1,4,3,0,0,2,1,1
2968,1,1,3,3,5,1,2,1,1
2969,1,1,3,1,0,0,2,1,1
2970,1,1,3,1,1,1,2,1,1
2972,0,1,3,3,1,1,2,2,2
2973,1,1,1,1,0,0,2,0,0
2974,0,1,0,3,0,0,2,2,2
2975,0,1,0,3,0,0,2,2,2
2976,0,1,0,3,0,0,2,0,0
2977,0,1,0,3,1,1,2,0,0
2978,1,0,3,1,1,1,2,0,0
2979,1,1,3,3,0,0,2,2,2
2980,1,1,3,3,0,0,2,1,1
2981,1,1,3,3,0,0,2,1,1
2982,1,0,3,8,0,0,2,1,1
2983,1,1,0,3,4,1,2,1,1
2987,1,1,1,1,1,1,2,1,1
2989,1,1,1,1,1,1,2,2,2
2990,1,1,1,1,1,0,2,1,1
2991,1,1,3,3,4,1,2,2,2
2992,1,1,1,3,0,0,2,1,1
2993,0,1,1,3,1,1,2,1,1
2994,0,0,3,3,0,0,2,1,1
2995,0,1,3,3,0,0,2,2,2
2996,0,1,1,3,0,0,2,2,2
2997,1,1,1,3,0,0,2,1,1
2998,1,1,1,3,0,0,2,1,1
2999,1,1,1,3,0,0,2,1,1
3002,0,1,1,1,0,0,2,1,1
3004,0,1,3,3,1,1,2,1,1
3007,1,0,3,10,4,0,3,0,0
3008,1,1,0,3,0,0,3,2,2
3009,1,1,0,3,0,0,3,1,1
3010,1,0,0,3,0,0,3,1,1
3013,1,1,0,3,0,0,3,1,1
3014,0,1,3,3,5,1,3,1,1
3015,0,1,3,8,1,1,3,1,1
3016,0,1,3,8,1,1,3,1,1
3017,1,1,3,5,0,0,3,1,1
3018,1,1,3,10,0,0,3,1,1
3019,1,1,1,3,0,0,3,1,1
3021,0,1,1,3,0,0,3,2,2
3022,1,1,3,1,0,0,3,0,0
3023,1,1,3,3,11,1,3,2,2
3024,1,1,3,3,11,0,3,2,2
3025,1,1,3,3,5,1,3,2,2
3026,0,1,3,3,1,1,3,2,2
3027,1,1,3,1,0,0,3,0,0
3028,1,1,1,8,0,0,3,0,0
3029,0,1,3,3,1,1,3,1,1
3030,0,1,3,3,1,1,3,2,2
3031,1,1,0,3,0,0,3,1,1
3032,1,1,0,3,3,1,3,1,1
3033,1,1,3,1,0,0,3,0,0
3034,1,1,0,1,0,0,3,2,2
3035,0,1,3,3,0,0,3,2,2
3036,1,1,3,3,0,0,3,2,2
3037,0,1,3,3,1,1,3,0,0
3038,1,1,0,1,1,1,3,2,2
3039,1,1,1,10,0,0,3,1,1
3040,1,1,0,3,5,1,3,1,1
3041,1,1,0,10,0,0,3,0,0
3043,0,1,3,3,1,1,3,1,1
3044,1,1,0,3,1,1,3,1,1
3045,1,1,0,3,1,1,3,1,1
3046,1,1,2,10,1,1,3,1,1
3047,0,1,0,3,0,0,3,1,1
3049,1,1,1,3,0,0,3,0,0
3050,0,1,0,3,0,0,3,1,1
3051,1,1,1,8,0,0,3,0,0
3052,0,1,3,3,1,1,3,1,1
3053,1,1,1,8,0,0,3,1,1
3054,1,1,3,8,0,0,3,0,0
3055,0,1,3,8,0,1,3,2,2
3057,1,0,3,8,0,1,3,2,2
3058,1,1,1,1,0,1,3,1,1
3059,1,1,1,1,0,1,3,2,2
3061,1,1,0,1,0,0,3,0,0
3062,0,1,1,3,1,1,3,2,2
3063,1,1,4,10,0,0,3,1,1
3064,1,0,1,3,0,0,3,2,2
3065,1,1,3,8,0,0,3,2,2
3066,0,1,1,3,5,1,3,2,2
3067,1,1,1,8,0,1,3,0,0
3069,0,1,0,3,0,0,3,2,2
3070,1,1,0,3,0,0,3,1,1
3072,1,1,0,10,1,0,3,2,2
3073,1,0,3,10,0,0,3,2,2
3074,1,1,3,10,0,0,3,2,2
3075,0,1,1,3,1,1,3,2,2
3076,1,1,1,10,0,0,3,0,0
3077,1,0,3,3,0,0,3,1,1
3078,0,1,3,8,0,0,3,1,1
3079,0,1,3,3,0,0,3,1,1
3080,0,1,0,3,0,1,3,1,1
3081,0,1,0,3,1,1,3,1,1
3082,0,1,3,3,1,1,3,2,2
3083,1,1,3,3,5,1,3,2,2
3084,0,1,3,3,1,1,3,1,1
3085,1,1,3,3,0,0,3,0,0
3086,1,1,3,3,0,0,3,0,0
3087,1,1,3,3,5,1,3,1,1
3089,0,1,1,9,0,1,3,2,2
3090,0,1,3,3,0,0,3,0,0
3091,0,1,4,3,0,0,3,1,1
3092,1,1,3,3,0,0,3,1,1
3093,1,1,0,3,0,0,3,1,1
3094,1,0,0,3,0,0,3,1,1
3095,1,0,2,3,0,0,3,1,1
3096,1,1,1,3,5,1,3,0,0
3097,1,1,3,10,0,0,3,0,0
3098,1,1,1,3,0,0,3,1,1
3099,0,1,1,3,1,1,3,1,1
3100,0,1,0,3,0,0,3,1,1
3101,1,1,0,1,0,0,3,0,0
3102,1,1,0,3,1,1,3,1,1
3103,1,1,0,3,0,0,3,1,1
3104,1,1,0,3,0,0,3,1,1
3105,1,1,0,3,0,0,3,2,2
3106,1,1,3,10,0,0,3,2,2
3107,1,1,3,3,0,0,3,2,2
3108,1,0,3,10,0,0,3,0,0
3109,0,1,3,10,1,0,3,2,2
3110,1,1,3,1,0,0,3,2,2
3111,0,1,0,3,0,0,3,0,0
3112,1,1,3,1,0,0,3,0,0
3113,1,0,3,1,0,0,3,2,2
3114,1,0,3,1,0,0,3,1,1
3115,1,1,0,3,5,1,3,2,2
3116,0,1,0,3,0,0,3,1,1
3117,0,1,3,3,1,1,3,2,2
3118,1,1,0,1,1,0,3,1,1
3119,1,1,3,3,0,0,3,2,2
3120,1,1,0,3,0,0,3,2,2
3121,1,1,1,3,1,1,3,2,2
3122,0,1,3,10,1,0,3,2,2
3124,0,1,0,3,0,0,3,1,1
3125,1,1,1,3,0,0,3,1,1
3126,0,1,1,3,0,0,3,2,2
3128,1,1,3,1,1,0,3,1,1
3129,0,1,3,3,1,1,3,2,2
3130,0,1,3,1,1,0,3,2,2
3133,1,0,3,1,0,0,3,1,1
3134,1,0,3,1,0,0,3,2,2
3135,0,0,3,3,0,0,3,1,1
3136,1,0,3,3,5,1,3,1,1
3137,1,0,3,3,0,0,3,1,1
3138,1,1,3,5,0,1,3,0,0
3139,1,1,1,10,1,1,3,0,0
3141,1,1,3,1,1,0,3,1,1
3142,0,1,3,10,0,0,3,1,1
3143,0,1,3,3,1,1,3,2,2
3144,0,1,1,3,5,1,3,2,2
3145,1,1,3,3,0,1,3,0,0
3146,0,1,3,3,5,1,3,2,2
3147,1,1,0,3,0,0,3,0,0
3148,1,1,3,3,0,0,3,0,0
3149,0,1,3,3,0,0,3,2,2
3150,1,1,1,1,0,1,3,0,0
3151,1,1,1,1,1,1,3,0,0
3152,1,1,3,8,0,0,3,0,0
3153,0,1,2,3,0,0,3,0,0
3154,1,1,3,3,0,0,3,1,1
3155,1,1,1,3,1,0,3,2,2
3156,1,1,1,10,0,1,3,0,0
3157,0,1,1,5,0,0,3,1,1
3158,1,1,1,5,0,0,3,1,1
3160,1,1,1,8,1,1,3,0,0
3161,1,1,3,3,0,0,3,1,1
3162,1,1,1,3,1,1,3,1,1
3165,1,1,3,10,0,0,3,2,2
3166,1,1,0,3,0,0,3,2,2
3167,0,1,0,3,0,0,3,2,2
3168,1,1,0,5,0,0,3,1,1
3169,1,1,0,5,0,0,3,1,1
3170,1,1,0,5,0,0,3,1,1
3171,0,1,0,1,1,0,3,1,1
3172,1,1,3,3,0,0,3,1,1
3173,0,1,3,3,5,1,3,1,1
3174,0,1,3,5,3,1,3,1,1
3175,1,1,3,5,0,0,3,1,1
3176,1,1,3,1,1,0,3,2,2
3177,1,1,0,5,1,0,3,1,1
3178,0,1,3,3,1,1,3,1,1
3179,1,1,0,8,0,0,3,0,0
3180,1,1,3,3,0,0,3,1,1
3181,1,0,3,3,0,0,3,1,1
3182,1,1,1,8,0,1,3,0,0
3183,0,1,3,3,1,1,3,1,1
3184,0,1,3,3,5,1,3,0,0
3185,0,1,3,3,1,1,3,1,1
3186,1,1,0,3,0,0,3,2,2
3187,1,1,0,3,0,0,3,1,1
3188,1,1,0,3,0,0,3,1,1
3189,0,1,1,3,1,0,3,2,2
3190,1,1,3,1,1,1,3,2,2
3191,0,1,3,3,1,1,3,1,1
3192,1,1,1,3,0,0,3,2,2
3193,1,0,3,1,0,0,3,2,2
3194,0,1,0,3,0,0,3,1,1
3195,0,1,1,1,0,0,3,2,2
3196,1,1,0,3,0,0,3,2,2
3197,0,1,1,3,0,0,3,0,0
3198,0,1,3,3,5,1,3,2,2
3199,0,1,1,3,0,0,3,1,1
3200,1,1,3,8,0,0,3,2,2
3202,1,1,0,8,0,0,3,2,2
3203,1,1,1,3,0,1,3,1,1
3207,0,0,1,10,1,1,3,1,1
3208,0,1,0,8,0,0,3,0,0
3209,0,1,0,8,0,1,3,2,2
3210,1,1,1,3,0,0,3,1,1
3211,1,1,3,10,3,0,3,0,0
3212,1,1,3,1,1,0,3,2,2
3213,0,1,0,3,1,0,3,0,0
3214,1,1,3,1,0,0,3,0,0
3215,1,1,3,1,1,1,3,2,2
3216,0,1,3,3,1,1,3,2,2
3217,0,1,1,3,0,0,3,1,1
3218,1,1,0,3,0,0,3,1,1
3222,1,1,3,1,0,0,3,1,1
3223,1,1,3,10,11,0,3,0,0
3224,1,1,3,10,0,0,3,0,0
3225,0,1,3,1,0,0,3,1,1
3226,1,1,0,3,0,0,3,2,2
3227,0,1,0,5,1,1,3,2,2
3228,1,1,0,3,0,0,3,2,2
3229,0,1,2,3,0,1,3,1,1
3230,1,1,1,3,0,0,3,0,0
3231,0,1,3,3,0,0,3,2,2
3232,1,1,1,10,0,0,3,2,2
3233,1,1,1,3,0,0,3,0,0
3234,1,1,1,3,0,1,3,2,2
3235,0,1,3,3,0,0,3,1,1
3236,0,1,3,3,1,1,3,2,2
3237,1,1,0,3,0,0,3,2,2
3238,1,1,3,10,0,0,3,0,0
3239,1,1,0,3,1,1,3,2,2
3240,0,1,1,3,1,1,3,1,1
3241,1,1,1,6,0,0,3,1,1
3242,0,1,0,3,4,1,3,1,1
3243,0,1,0,3,1,1,3,1,1
3244,1,1,1,3,0,0,3,0,0
3245,1,1,1,3,0,0,3,1,1
3246,1,1,3,1,0,0,3,0,0
3247,1,1,1,3,0,0,3,2,2
3248,1,1,1,3,1,1,3,1,1
3249,1,1,0,3,1,1,3,1,1
3250,0,1,3,3,1,1,3,0,0
3251,1,1,3,1,0,0,3,0,0
3252,1,1,3,1,0,0,3,2,2
3253,1,1,3,10,0,0,3,2,2
3254,1,1,3,10,0,0,3,2,2
3255,1,1,1,3,5,1,3,1,1
3256,1,1,2,1,0,0,3,0,0
3257,1,1,3,3,0,0,3,1,1
3258,1,1,3,8,0,0,3,1,1
3259,1,1,3,10,0,1,3,1,1
3260,1,1,3,1,1,1,3,2,2
3261,1,0,3,3,1,1,3,0,0
3262,0,1,1,3,11,1,3,1,1
3263,0,1,1,3,0,0,3,1,1
3264,1,1,3,1,1,1,3,0,0
3266,1,1,1,8,0,0,3,1,1
3267,1,1,3,8,0,0,3,1,1
3269,0,1,1,8,0,0,3,1,1
3271,0,1,2,3,0,0,3,2,2
3272,1,1,3,1,0,0,3,2,2
3273,1,0,3,1,0,0,3,2,2
3274,1,0,3,1,0,0,3,2,2
3275,0,1,0,3,0,0,3,1,1
3276,1,1,3,1,0,0,3,2,2
3278,1,0,0,3,5,1,3,2,2
3279,1,0,0,3,0,0,3,1,1
3280,1,1,0,3,0,0,3,1,1
3281,0,1,2,3,0,0,3,1,1
3283,1,1,1,3,1,1,3,2,2
3285,0,1,3,3,1,1,3,1,1
3286,1,0,2,3,0,1,3,1,1
3288,0,1,0,3,1,1,3,1,1
3289,1,1,0,3,5,1,3,1,1
3290,1,0,3,10,4,1,3,2,2
3291,0,1,0,3,0,0,3,2,2
3292,0,1,1,3,1,0,3,2,2
3294,0,1,3,3,1,1,3,1,1
3296,0,1,0,8,0,1,3,0,0
3297,0,1,3,3,1,1,3,2,2
3298,0,1,0,3,0,0,3,2,2
3299,0,1,1,3,1,1,3,1,1
3300,1,0,3,3,0,0,3,1,1
3301,1,1,1,10,4,0,3,1,1
3302,1,1,3,10,0,0,3,1,1
